video_id,question_id,question,category,correct_answer,num_options,generated_options,min_similarity,max_similarity,mean_similarity,std_similarity,elapsed_time
000023,1,What are the weather and road surface conditions at the time of the incident?,Weather & Light,It is daytime with cloudy skies and a dry road surface.,2,It is daytime with overcast skies and a wet road surface.,0.5031026124151314,0.5031026124151314,0.5031026124151314,0.0,3.1435556411743164
000023,2,Which of the following best describes the traffic environment shown in the video?,Traffic Environment,"A multi-lane highway with moderate traffic, including passenger cars and a large truck.",2,"busy urban road with multiple lanes and heavy traffic, including cars and a large truck.",0.3157851025196653,0.3157851025196653,0.3157851025196653,0.0,5.706259727478027
000023,3,"Based on the video, what is the configuration of the road where the accident happens?",Road Configuration,"A straight, multi-lane, one-way road with white dashed lines separating the lanes.",2,"curved, two-lane road with solid yellow lines dividing opposing traffic directions.",0.17828145388467143,0.17828145388467143,0.17828145388467143,0.0,9.383643865585327
000023,4,What type of collision occurred?,Accident Type,A sideswipe collision resulting from an improper lane change.,2,rear-end collision caused by a sudden stop in traffic flow.,0.07874460345594508,0.07874460345594508,0.07874460345594508,0.0,2.9323503971099854
000023,6,By which means could the collision be prevented?,Accident Prevention,"The black car check their mirrors and blind spot, signaling their intention, and then changing lanes gradually and safely.",2,The red car could have slowed down earlier and maintained a safe distance from the vehicle ahead to avoid sudden braking.,0.04399732626783181,0.04399732626783181,0.04399732626783181,0.0,4.854755878448486
000031,1,"Based on the video, what are the prevailing weather and road conditions at the time of the incident?",Weather & Light,"Daytime, overcast, with wet roads and some snow on the roadside.",2,"Daytime, cloudy, with dry roads and no visible snow on the roadside.",0.45026814465562653,0.45026814465562653,0.45026814465562653,0.0,3.449982166290283
000031,2,In what type of traffic environment does the collision occur?,Traffic Environment,On a multi-lane urban main road surrounded by high-rise buildings.,2,On a two-lane residential street with low-rise buildings and minimal traffic.,0.21693381701139697,0.21693381701139697,0.21693381701139697,0.0,5.27447509765625
000031,3,What specific road feature is the gold minivan maneuvering from just before the crash?,Road Configuration,An opening in the central median strip designed for U-turns or left turns.,2,designated pedestrian crossing area marked by a crosswalk sign and painted markings.,0.0,0.0,0.0,0.0,15.168057203292847
000031,4,"Which of the following best describes the type of collision that occurs?""",Accident Type,"A rear-end collision, where the POV car hit the back of the white minivan.",2,"sideswipe collision, where the POV car made contact with the side of the white minivan as it changed lanes.",0.42113589132819584,0.42113589132819584,0.42113589132819584,0.0,5.108219861984253
000031,5,What is the primary cause of this accident?,Accident Cause,"The white minivan made a sudden stop, making it impossible for the POV car's driver to react.",2,"The silver minivan suddenly changed lanes without signaling, causing the POV car to brake sharply.",0.16865689277472462,0.16865689277472462,0.16865689277472462,0.0,4.4244654178619385
000031,6,What crucial action would have most likely prevented this collision?,Accident Prevention,The minivan stops mildly with sufficient observation,2,The minivan accelerates quickly to maintain lane position,0.10163066979112656,0.10163066979112656,0.10163066979112656,0.0,6.248930931091309
000033,1,"Based on the video, which statement best describes the weather and lighting conditions at the time of the incident?",Weather & Light,"It is a clear, sunny day, with strong sun glare potentially affecting the drivers' vision.",2,"It is a hazy, overcast day with diffused lighting and no direct sunlight affecting visibility.",0.11914719328677732,0.11914719328677732,0.11914719328677732,0.0,3.2525792121887207
000033,2,Which of the following best characterizes the traffic environment shown in the video?,Traffic Environment,A busy urban expressway or elevated highway with multiple lanes of traffic.,2,multi-lane urban road with moderate traffic and visible city buildings in the background.,0.12735952979479354,0.12735952979479354,0.12735952979479354,0.0,5.777322053909302
000033,3,What is the configuration of the road where the accident occurs?,Road Configuration,"A multi-lane, one-way highway with traffic flowing in the same direction.",2,"multi-lane, two-way highway with traffic flowing in opposite directions.",0.6735205045780811,0.6735205045780811,0.6735205045780811,0.0,17.358800649642944
000033,4,What type of collision occurs between the cars?,Accident Type,A multi-car sideswipe/lane-change collision where the dark sedan strikes the side of the white sedan while changing lanes.,2,rear-end collision where the dark sedan strikes the back of the white sedan while following closely behind.,0.42941085663405565,0.42941085663405565,0.42941085663405565,0.0,8.915369033813477
000033,5,What was the primary cause of this accident?,Accident Cause,"The sudden stop of the front car resulted in the dodge of the white car, thw white car hit with another car on side when avoiding",2,"The white car swerved to avoid a pedestrian crossing the road, causing it to collide with the vehicle on its side",0.24449782750763005,0.24449782750763005,0.24449782750763005,0.0,3.3090145587921143
000033,6,What critical action could have most effectively prevented this collision?,Accident Prevention,The driver of the light-color car ensures the target lane is clear by checking mirrors and blind spots before initiating the lane change.,2,The driver of the dark-color car maintains a safe following distance and avoids sudden braking to prevent rear-end contact.,0.10485400535675758,0.10485400535675758,0.10485400535675758,0.0,5.177257537841797
000039,1,"Based on the visual evidence, what are the prevailing weather and light conditions at the time of the incident?",Weather & Light,"Daytime with an overcast sky and good visibility, with snow accumulated on the roadside.",2,"Daytime with a clear sky and moderate visibility, with no snow present on the roadside.",0.4576241622696325,0.4576241622696325,0.4576241622696325,0.0,4.699262857437134
000039,2,How would you describe the traffic environment where the collision occurs?,Traffic Environment,An urban multi-lane main road with commercial and residential buildings alongside.,2,suburban two-lane road with low-rise residential buildings and minimal commercial activity.,0.36091094553587044,0.36091094553587044,0.36091094553587044,0.0,3.428032398223877
000039,4,Which of the following best describes the type of collision that occurs in the video?,Accident Type,A rear-end collision of POV car and a slowingpulling-out vehicle.,2,sideswipe collision between the POV car and a vehicle merging from the right.,0.40298220897396103,0.40298220897396103,0.40298220897396103,0.0,3.366547107696533
000039,5,What was the primary cause of this accident?,Accident Cause,The driver of the silver SUV failed to yield the right-of-way when entering the travel lane from the roadside.,2,"The driver of the silver SUV was distracted by a pedestrian crossing the street, causing them to misjudge the timing of their lane entry.",0.21288995074902353,0.21288995074902353,0.21288995074902353,0.0,3.9879820346832275
000039,6,What crucial action should have taken to prevent this collision?,Accident Prevention,Thoroughly checked mirrors and blind spots for approaching vehicles and yielded the right-of-way until the lane was clear.,2,Accelerated quickly to merge into the lane before other vehicles could react.,0.13627634143908643,0.13627634143908643,0.13627634143908643,0.0,4.290981292724609
000048,1,"Based on the visual evidence, what are the prevailing weather and light conditions at the time of the incident?",Weather & Light,"Daytime, with overcast skies, active or recent snowfall, and a wet, snow-covered road.",2,"Daytime, with clear skies, light rain, and a dry road with scattered patches of snow.",0.25233420143369617,0.25233420143369617,0.25233420143369617,0.0,4.008893966674805
000048,2,How would you describe the traffic environment where the collision occurs?,Traffic Environment,"An urban street with vehicles parked on both sides, significantly narrowing the travel lane.",2,"snowy urban street with vehicles parked on one side and a wide, clear travel lane.",0.5031026124151314,0.5031026124151314,0.5031026124151314,0.0,4.826495170593262
000048,3,What is the configuration of the road at the accident location?,Road Configuration,"A two-way street, likely with one travel lane in each direction, where markings are obscured by snow.",2,"narrow one-way street with parked cars on both sides, where snow covers the curb and sidewalk.",0.18976728433844914,0.18976728433844914,0.18976728433844914,0.0,4.7664594650268555
000048,4,What was the primary and direct cause of this collision?,Accident Type,A rear-end collision occurs when a parked vehicle pulls out unsafely into the path of a moving vehicle.,2,"vehicle failed to yield while merging into traffic from a side street, causing a collision with an oncoming car.",0.15589042108110313,0.15589042108110313,0.15589042108110313,0.0,4.8345417976379395
000048,5,What was the primary and direct cause of this collision?,Accident Cause,The driver of the white SUV failed to yield the right-of-way when moving from a parked position into the traffic lane.,2,"The driver of the white SUV was distracted by a pedestrian crossing the street, leading to a delayed reaction.",0.16043973993961202,0.16043973993961202,0.16043973993961202,0.0,4.195531129837036
000048,6,What critical action would have most likely prevented this accident?,Accident Prevention,"The white car waits for the ego-vehicle to pass before attempting to enter the lane.""",2,The white car accelerates quickly to merge into the lane before the ego-vehicle approaches.,0.387556981443423,0.387556981443423,0.387556981443423,0.0,4.940143823623657
000059,1,"Based on the video, which option best describes the weather and road surface conditions?",Weather & Light,"Based on the video, which option best describes the weather and road surface conditions?",2,"The weather is clear and sunny, with dry road surfaces and no visible snow or ice.",0.12636373966504366,0.12636373966504366,0.12636373966504366,0.0,3.201228380203247
000059,2,What best describes the traffic environment where the collision takes place?,Traffic Environment,An urban or suburban road with roadside parking and a marked pedestrian crosswalk.,2,residential street with snow-covered shoulders and no visible crosswalk markings.,0.06744304769296748,0.06744304769296748,0.06744304769296748,0.0,4.16106653213501
000059,3,What is the configuration of the road shown in the video?,Road Configuration,A two-way road with one lane in each direction.,2,one-way road with multiple lanes for traffic flowing in a single direction.,0.3748077700589727,0.3748077700589727,0.3748077700589727,0.0,3.3654441833496094
000059,4,What type of accident occurs in the video?,Accident Type,A rear-end collision.,2,sideswipe collision between two vehicles in the right lane.,0.1506401849870651,0.1506401849870651,0.1506401849870651,0.0,5.5040442943573
000059,5,What was the primary cause of this rear-end collision?,Accident Cause,The camera vehicle failed to maintain a safe following distance for the icy road conditions.,2,The vehicle ahead suddenly braked without warning due to a pedestrian crossing the road.,0.12735952979479354,0.12735952979479354,0.12735952979479354,0.0,4.265507221221924
000059,6,What is the most effective action could have taken to prevent this crash?,Accident Prevention,"The POV car's driver increases the following distance from the vehicle ahead, considering the icy road and upcoming crosswalk.",2,The driver of the vehicle ahead should have slowed down earlier to allow for safer braking on the icy road.,0.28422211392345526,0.28422211392345526,0.28422211392345526,0.0,4.197667837142944
000066,1,"Based on the video, what were the weather and lighting conditions at the time of the accident?",Weather & Light,"Clear sky with bright, sunny daylight",2,Partly cloudy with moderate daylight and shadows from buildings,0.10163066979112656,0.10163066979112656,0.10163066979112656,0.0,3.340003490447998
000066,2,Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,"An urban main road with multiple lanes, large buildings, and pedestrian crosswalks.",2,"suburban road with low traffic, single-family homes, and minimal pedestrian activity.",0.11914719328677731,0.11914719328677731,0.11914719328677731,0.0,3.641718864440918
000066,3,What is the configuration of the road where the incident took place?,Road Configuration,A signalized cross-intersection on a multi-lane road divided by a median barrier.Few vehicles were on the road.,2,"wide, multi-lane road without traffic signals or median barriers, with moderate vehicle presence and pedestrians near the intersection.",0.2973379585938153,0.2973379585938153,0.2973379585938153,0.0,4.559451341629028
000066,4,What type of collision occurred between the two vehicles?,Accident Type,"A T-bone (side-impact) collision, causing the ego-vehicle to roll over.",2,"rear-end collision, causing the ego-vehicle to lose control and roll over.",0.46529153233701376,0.46529153233701376,0.46529153233701376,0.0,6.827336072921753
000066,5,What was the primary cause of this accident?,Accident Cause,The other vehicle entered the intersection from the left and failed to yield the right-of-way.,2,"The vehicle was traveling at an excessive speed, causing a loss of control during the turn.",0.06744304769296747,0.06744304769296747,0.06744304769296747,0.0,5.604310750961304
000066,6,Which action would have been most effective in preventing this collision?,Accident Prevention,The car rushed from the left side obeies the traffic signal or stop sign and yielding to traffic with the right-of-way.,2,The driver maintained a safe speed and kept a proper following distance from the vehicle ahead.,0.0,0.0,0.0,0.0,3.715837240219116
000074,1,"Based on the visual evidence, what are the prevailing weather and road conditions at the time of the incident?",Weather & Light,"A clear day with good visibility, but there is significant snow on the roadsides and the pavement is wet/slushy.",2,"cloudy day with reduced visibility, and the road surface is icy with snow piled along the sides.",0.17828145388467143,0.17828145388467143,0.17828145388467143,0.0,4.876192092895508
000074,2,Which of the following best describes the traffic environment where the collision takes place?,Traffic Environment,"A signalized suburban intersection with multiple lanes, surrounded by buildings and snowbanks.",2,"multi-lane urban intersection with traffic lights, surrounded by snowbanks and commercial buildings.",0.29121941856368966,0.29121941856368966,0.29121941856368966,0.0,3.4641690254211426
000074,3,What is the configuration of the roadway where the accident occurs?,Road Configuration,"A four-way intersection controlled by traffic lights, with plenty vehcles passing though",2,"two-way intersection with stop signs, where vehicles are moving slowly due to winter conditions",0.13507348367087132,0.13507348367087132,0.13507348367087132,0.0,5.5505311489105225
000074,4,How would you classify the type of collision shown in the video?,Accident Type,"A side-impact (T-bone) collision, where the front of the bus strikes the side of the turning sedan.",2,"rear-end collision, where the bus strikes the sedan from behind as it moves forward through the intersection.",0.3408242166238353,0.3408242166238353,0.3408242166238353,0.0,20.219133615493774
000074,5,What was the primary and most direct cause of this accident?,Accident Cause,The bus driver failed to yield the right-of-way to the oncoming straight-travelling sedan,2,The sedan driver accelerated unexpectedly while approaching the intersection,0.15064018498706513,0.15064018498706513,0.15064018498706513,0.0,3.562213659286499
000074,6,Which specific action by the sedan driver would have most effectively prevented this collision?,Accident Prevention,The bus waits outside until the oncoming sedan had completely passed before getting into the intersection,2,The sedan driver could have avoided the collision by slowing down before entering the intersection and yielding to the bus.,0.20199309249791833,0.20199309249791833,0.20199309249791833,0.0,3.5684311389923096
000078,1,"Based on the visual evidence, what were the weather and road surface conditions at the time of the incident?",Weather & Light,"Daytime,dusk/down with basic light  vercast sky, wet road surface, and snow on the roadside.",2,"Daytime, overcast sky, dry road surface, and no snow visible on the roadside.",0.4360379885513016,0.4360379885513016,0.4360379885513016,0.0,7.648657560348511
000078,2,n what type of traffic environment did the initial conflict that led to the crash occur?,Traffic Environment,On a rural high-speed highway with no intersections.,2,On a suburban road with multiple intersections and traffic signals.,0.10163066979112656,0.10163066979112656,0.10163066979112656,0.0,4.180212497711182
000078,3,What is the configuration of the main road shown in the video,Road Configuration,"A two-way road with multiple lanes, separated by double solid yellow lines.",2,"two-way road with multiple lanes, separated by a single dashed yellow line.",0.5031026124151314,0.5031026124151314,0.5031026124151314,0.0,3.5925521850585938
000078,4,What was the final and most severe type of collision that occurred as a result?,Accident Type,"A rear-end collision, where the sedan in reverse was hit by the white van.",2,"side-impact collision, where the sedan was struck by a vehicle approaching from the opposite direction.",0.14438355527738672,0.14438355527738672,0.14438355527738672,0.0,5.423829793930054
000078,5,What was the primary action that initiated the chain of events leading to the collision?,Accident Cause,The driver of the white sedan unsafely blocked the main road and get ou of control,2,The driver of the white sedan attempted to merge into traffic without signaling properly,0.21693381701139697,0.21693381701139697,0.21693381701139697,0.0,3.147867202758789
000078,6,Which action by one of the drivers could have most effectively prevented this entire accident sequence from happening?,Accident Prevention,The sedan should not turn at the highway,2,The van should have slowed down to allow the sedan to merge safely,0.1362763414390864,0.1362763414390864,0.1362763414390864,0.0,4.318845748901367
000083,1,"Based on the video, what were the prevailing weather and lighting conditions at the time of the incident?",Weather & Light,"Nighttime or dusk with wet road surfaces and some snow, under ample artificial lighting.",2,"Daytime with clear skies and dry road surfaces, under natural sunlight",0.1350734836708713,0.1350734836708713,0.1350734836708713,0.0,4.041693210601807
000083,2,Which of the following best describes the traffic environment where the incident took place?,Traffic Environment,"A busy urban commercial street with multiple lanes, parked cars, and pedestrian activity.",2,"residential neighborhood with narrow roads, minimal traffic, and few commercial buildings.",0.05992996822422367,0.05992996822422367,0.05992996822422367,0.0,4.059455394744873
000083,3,What specific road feature was at the moment of the collision?,Road Configuration,A parallel parking space on the right side of the street.,2,perpendicular parking space on the left side of the street.,0.4316134189707515,0.4316134189707515,0.4316134189707515,0.0,3.6088578701019287
000083,4,How would you classify the type of collision shown in the video?,Accident Type,A collision between a reversing vehicle and a parked vehicle,2,collision between a moving vehicle and a pedestrian,0.4110653709825173,0.4110653709825173,0.4110653709825173,0.0,3.268427848815918
000083,5,What was the primary cause of this accident?,Accident Cause,The driver failed to control the vehicle while picking up passengers,2,The driver attempted to open the door while the vehicle was in motion,0.20199309249791841,0.20199309249791841,0.20199309249791841,0.0,5.187555313110352
000083,6,Which of the following actions would have been the most crucial and effective measure to prevent this specific accident?,Accident Prevention,The front car driver fully stops the vehicle before picking up passengers,2,The passenger opens the car door only after ensuring no vehicles are approaching from behind,0.07780894359285004,0.07780894359285004,0.07780894359285004,0.0,3.37663197517395
000087,1,"Based on the visual evidence, what are the prevailing weather and road surface conditions at the time of the incident",Weather & Light,"Daytime and overcast, with significant snow and slush on the road surface, indicating slippery conditions.",2,"Daytime and overcast, with wet pavement from recent rain, suggesting reduced traction due to moisture.",0.11234277891542777,0.11234277891542777,0.11234277891542777,0.0,3.7169189453125
000087,2,What is the status of the traffic control devices for the vehicles approaching the crosswalk,Traffic Environment,"multi-lane, two-way urban arterial road with a marked pedestrian crosswalk.",2,"single-lane, one-way urban street with a pedestrian crossing and no traffic signals",0.28825378403927715,0.28825378403927715,0.28825378403927715,0.0,4.585572957992554
000087,3,How can the road where the accident occurred be best described?,Road Configuration,"The traffic light is green, with pedestrians waiting behind the crosswalk.",2,"The traffic light is red, with pedestrians crossing the street in front of the crosswalk.",0.45026814465562653,0.45026814465562653,0.45026814465562653,0.0,3.368748664855957
000087,4,Which statement accurately classified the event in this accident?,Accident Type,A rear-end collision of the POV car and an emergency-stopped car,2,sideswipe collision between the POV car and a vehicle in the adjacent lane,0.3249317266808787,0.3249317266808787,0.3249317266808787,0.0,2.904071807861328
000087,5,What was the most critical and direct cause of the collision?,Accident Cause,"A car strikes a pedestrian in a crosswalk and emergency stopped, resulting in a rear-end crash",2,"vehicle loses control on a snowy road and collides with a parked car, causing a chain reaction crash",0.10163066979112657,0.10163066979112657,0.10163066979112657,0.0,3.2091567516326904
000087,6,Which action would have most effectively prevented this entire incident?,Accident Prevention,Slowing down and preparing to stop upon seeing the pedestrian crossing the road,2,Maintaining a safe following distance from the vehicle ahead,0.0,0.0,0.0,0.0,3.2300045490264893
000109,1,"Based on the video, what were the weather and lighting conditions when the event occurred?",Weather & Light,"Daytime, with clear skies and good visibility.",2,"Daytime, with light cloud cover and moderate visibility.",0.22576484600261607,0.22576484600261607,0.22576484600261607,0.0,5.262953996658325
000109,2,Which of the following best describes the traffic environment shown in the video?,Traffic Environment,A multi-lane urban street with a median strip and buildings,2,wide suburban road with minimal buildings and no median strip,0.27519581217502304,0.27519581217502304,0.27519581217502304,0.0,4.368471384048462
000109,3,What is the road configuration at the location where the dangerous maneuver occurs?,Road Configuration,An intersection of two multi-lane road,2,wide arterial road with multiple lanes and no visible intersections,0.10599213135093251,0.10599213135093251,0.10599213135093251,0.0,3.12166690826416
000109,4,What type of incident occurred between the ego vehicle and the silver car?,Accident Type,A side-swipe collision caused by the silver car merging too slowly.,2,rear-end collision caused by the ego vehicle following too closely.,0.15592892548708362,0.15592892548708362,0.15592892548708362,0.0,4.188549995422363
000109,5,What was the primary cause of this dangerous incident?,Accident Cause,The silver car driver made an unsafe and abrupt entry into the lane without yielding the right-of-way.,2,"The red van suddenly accelerated and changed lanes without signaling, causing the collision.",0.0,0.0,0.0,0.0,2.9694156646728516
000109,6,What action would have most effectively prevented this side-swipe?,Accident Prevention,the silver car's driver turns wider and reduces speed,2,the black car's driver maintains a steady speed and stays in the right lane,0.23577033983032974,0.23577033983032974,0.23577033983032974,0.0,3.2145581245422363
000115,1,"Based on the visual evidence in the video, what were the prevailing weather and road conditions?",Weather & Light,"Daytime and cloudy, with a wet road surface and significant puddles.",2,"Daytime and overcast, with a dry road surface and minimal water accumulation.",0.2532094495161745,0.2532094495161745,0.2532094495161745,0.0,4.480515718460083
000115,2,Which of the following best describes the traffic environment where the incident occurred?,Traffic Environment,An urban or suburban road with low buildings on the roadside.,2,rural highway with open fields and minimal roadside structures.,0.0845798608014702,0.0845798608014702,0.0845798608014702,0.0,3.414273738861084
000115,3,What is a notable characteristic of the road's configuration and physical condition?,Road Configuration,"A multi-lane road in poor condition,with parked cars and low traffic volume",2,"single-lane road in fair condition, with no parked vehicles and moderate traffic volume",0.43161341897075156,0.43161341897075156,0.43161341897075156,0.0,3.493884563446045
000115,4,What type of incident occurs between the silver station wagon and the white hatchback?,Accident Type,"A T-bone (side-impact) collision, a reversing car was hitted by POV car when trying to park into the position",2,"rear-end collision, where the silver station wagon struck the white hatchback from behind while both vehicles were moving forward",0.04220166890638128,0.04220166890638128,0.04220166890638128,0.0,3.670619487762451
000115,5,What is the primary cause of this hazardous incident?,Accident Cause,The POV car's driver failing to reduce speed when approaching the reversingminivan,2,The minivan driver failing to check blind spots before reversing,0.15592892548708362,0.15592892548708362,0.15592892548708362,0.0,13.369134902954102
000115,6,What was the most direct and appropriate action could have taken to prevent this incident?,Accident Prevention,The POV vehicle should slow down in such condition.,2,The other vehicle should have yielded when entering the roadway.,0.1443835552773867,0.1443835552773867,0.1443835552773867,0.0,3.042452335357666
000130,1,"Based on the visual evidence, what were the prevailing weather and road conditions at the time of the accident?",Weather & Light,Daytime with an overcast sky and a wet road surface.,2,Daytime with a clear sky and a dry road surface.,0.5031026124151314,0.5031026124151314,0.5031026124151314,0.0,3.6690175533294678
000130,2,Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,A rural main road with low shed alongside.,2,suburban road with commercial buildings and a pedestrian crossing.,0.09193998174078082,0.09193998174078082,0.09193998174078082,0.0,3.3678810596466064
000130,3,What is the configuration of the road on which the accident takes place?,Road Configuration,A  busy intersection of a main highway and two rural road on each side,2,two-lane rural road with a side turn-off and minimal traffic flow,0.18443191662261307,0.18443191662261307,0.18443191662261307,0.0,10.539843320846558
000130,4,What type of collision occurred between the silver sedan and the green semi-truck?,Accident Type,"A rear-end collision, where the truck hit the right back of the sedan.",2,"sideswipe collision, where the sedan and truck made contact along their side panels.",0.3041257418754935,0.3041257418754935,0.3041257418754935,0.0,9.22832703590393
000130,5,What was the most direct cause of the accident?,Accident Cause,The truck was too fast to avoid the sedan waiting for turn,2,The sedan made an unsafe left turn without signaling,0.22576484600261607,0.22576484600261607,0.22576484600261607,0.0,4.617374897003174
000130,6,Which action would have been most effective in preventing this accident?,Accident Prevention,The truck reduces speed in village areas,2,The car maintains a safe distance from the vehicle ahead,0.0,0.0,0.0,0.0,5.800530910491943
000136,1,"Based on the visual evidence, what are the weather and lighting conditions at the time of the incident?",Weather & Light,Snowy daytime with overcast skies and significant snow accumulation on the roadsides.,2,Clear daytime with light snow on the ground and partly cloudy skies,0.23297965480487526,0.23297965480487526,0.23297965480487526,0.0,3.1584370136260986
000136,2,Which of the following best describes the traffic environment and road surface conditions?,Traffic Environment,"An urban area with multi-lane roads covered in slush and melted snow, creating very slippery conditions.",2,"suburban area with narrow roads partially covered in snow, creating moderately slippery conditions.",0.44141011558731835,0.44141011558731835,0.44141011558731835,0.0,3.658120632171631
000136,3,What is the configuration of the road where the accident occurs?,Road Configuration,A multi-lane urban arterial road with at least two lanes per direction,2,two-lane rural road with a center divider and snow-covered shoulders,0.15592892548708362,0.15592892548708362,0.15592892548708362,0.0,4.45032525062561
000136,4,How would you classify the sequence of events leading to the collision?,Accident Type,"A rear-end collision, the POV car hit the front car",2,"sideswipe collision, the POV car scraped the side of the front car",0.5507796339456279,0.5507796339456279,0.5507796339456279,0.0,5.073165655136108
000136,5,What was the most likely primary cause for the incident?,Accident Cause,A sudden turn of the front car to take passenger,2,The rear car failed to maintain a safe following distance,0.10599213135093251,0.10599213135093251,0.10599213135093251,0.0,5.5997841358184814
000136,6,What would have been the most effective action to prevent this accident?,Accident Prevention,The front car driver wait for the video car to pass before starting the maneuver.,2,The video car should have reduced speed earlier to allow the front car to complete its turn.,0.3157851025196653,0.3157851025196653,0.3157851025196653,0.0,3.1875174045562744
000137,1,"Based on the video, what were the weather and lighting conditions at the time of the accident?",Weather & Light,"It was a clear, sunny day with a wet road surface causing glare, and snow was present on the roadside.",2,"It was a cloudy day with heavy rain, resulting in poor visibility and wet road conditions.",0.16865689277472462,0.16865689277472462,0.16865689277472462,0.0,3.379986524581909
000137,2,Which of the following best describes the traffic environment where the accident occurred?,Traffic Environment,"A multi-lane urban main road at an intersection, featuring marked crosswalks.",2,two-lane suburban road with no marked crosswalks and minimal pedestrian activity.,0.31125746752705374,0.31125746752705374,0.31125746752705374,0.0,3.2286646366119385
000137,3,What is the configuration of the intersection and the likely traffic control for the involved vehicles?,Road Configuration,A signalized intersection with vechcles coming from the opposite and the right side of the POV vechcle.,2,"four-way intersection with stop signs controlling traffic from all directions, and vehicles approaching from the left and front of the POV vehicle.",0.11521554337793123,0.11521554337793123,0.11521554337793123,0.0,3.769666910171509
000137,4,What type of collision occurred?,Accident Type,"A T-bone (side-impact) collision, where the front vehicle struck the two vehicles from the right side in a row",2,"sideswipe collision, where two vehicles traveling in the same direction made lateral contact along their side panels",0.14438355527738672,0.14438355527738672,0.14438355527738672,0.0,4.806162118911743
000137,5,What was the primary and most direct cause of this accident?,Accident Cause,The driver of the opposite sedan was too fast to get through an intersection before red light,2,The sedan failed to yield to the pedestrian crossing the street at the intersection,0.16839750037215276,0.16839750037215276,0.16839750037215276,0.0,6.386571645736694
000137,6,How could this accident have been most effectively prevented?,Accident Prevention,The oppsite sedan slows down in the intersection area,2,The sedan on the right yields to the pedestrian before entering the intersection,0.22576484600261607,0.22576484600261607,0.22576484600261607,0.0,3.8080246448516846
000142,1,"Based on the visual evidence in the video, what are the prevailing weather and lighting conditions?",Weather & Light,"Daytime with an overcast sky, with wet road surfaces and good visibility.",2,"Daytime with a clear sky, dry road surfaces, and moderate visibility.",0.4576241622696325,0.4576241622696325,0.4576241622696325,0.0,3.4246115684509277
