video_name,dynamic_change,scene_complexity,has_vru
000139.mp4,0.98046875,2,0
000140.mp4,0.3759765625,3,0
000141.mp4,0.51123046875,0,0
000142.mp4,0.6142578125,8,1
000143.mp4,0.765625,0,0
000144.mp4,0.341552734375,3,0
000145.mp4,0.7626953125,1,0
000146.mp4,0.231689453125,4,0
000147.mp4,0.72314453125,3,0
000148.mp4,0.332275390625,6,1
000149.mp4,0.59765625,3,1
000150.mp4,0.55322265625,9,1
000151.mp4,0.3984375,3,0
000152.mp4,0.298583984375,7,1
000153.mp4,0.1846923828125,11,1
000154.mp4,0.31787109375,4,1
000155.mp4,1.037109375,3,0
000156.mp4,1.54296875,6,1
000157.mp4,0.306884765625,7,1
000158.mp4,0.40576171875,7,0
000159.mp4,0.3896484375,8,0
000160.mp4,0.6337890625,5,1
000161.mp4,0.32421875,7,0
000162.mp4,1.046875,3,1
000163.mp4,0.51953125,10,0
000164.mp4,1.1318359375,4,0
000165.mp4,0.319091796875,7,0
000166.mp4,0.450439453125,7,0
000167.mp4,0.428466796875,7,0
000168.mp4,0.448974609375,9,0
000169.mp4,0.7265625,2,0
000170.mp4,0.3984375,8,1
000171.mp4,0.7919921875,6,1
000172.mp4,0.334716796875,6,0
000173.mp4,0.6484375,3,0
000174.mp4,0.78857421875,3,1
000175.mp4,0.75341796875,2,0
000176.mp4,0.50146484375,5,1
000177.mp4,0.66650390625,13,1
000178.mp4,0.96728515625,2,0
000179.mp4,0.317626953125,10,0
000180.mp4,1.015625,4,0
000181.mp4,0.3505859375,9,1
000182.mp4,0.32080078125,9,1
000183.mp4,0.38916015625,3,0
000184.mp4,0.315185546875,4,1
000185.mp4,0.362548828125,8,1
000186.mp4,0.9287109375,5,1
000187.mp4,0.295166015625,7,1
000188.mp4,0.85693359375,9,0
000189.mp4,0.49609375,5,1
000190.mp4,0.94482421875,10,1
000191.mp4,0.3955078125,6,0
000192.mp4,0.40283203125,5,1
000193.mp4,0.314208984375,7,0
000194.mp4,0.43701171875,3,1
000195.mp4,0.85205078125,9,0
000196.mp4,0.386962890625,3,1
000197.mp4,0.2978515625,5,0
000198.mp4,0.406494140625,9,0
000199.mp4,0.3671875,7,1
000200.mp4,0.53125,3,0
000201.mp4,0.7568359375,4,1
000202.mp4,0.365234375,9,1
000203.mp4,0.87451171875,3,1
000204.mp4,0.87744140625,1,0
000205.mp4,0.69482421875,6,0
000206.mp4,0.284912109375,6,0
000207.mp4,0.326416015625,12,0
000208.mp4,0.42578125,3,0
000209.mp4,0.515625,3,0
000210.mp4,0.68701171875,2,0
000211.mp4,0.414794921875,4,1
000212.mp4,0.5087890625,4,0
000213.mp4,0.8759765625,2,0
000214.mp4,0.5419921875,9,0
000215.mp4,0.30517578125,7,0
000216.mp4,0.521484375,0,0
000217.mp4,0.6279296875,3,0
000218.mp4,0.95263671875,5,0
000219.mp4,0.50537109375,5,1
000220.mp4,0.5576171875,7,1
000221.mp4,0.3388671875,2,0
000222.mp4,0.73193359375,4,0
000223.mp4,0.43115234375,2,0
000224.mp4,0.280517578125,7,1
000225.mp4,0.47705078125,3,1
000226.mp4,0.386962890625,2,1
000227.mp4,0.428466796875,2,0
000228.mp4,0.97607421875,3,0
000229.mp4,0.822265625,5,0
000230.mp4,0.51513671875,3,0
000231.mp4,0.478515625,1,0
000232.mp4,0.357177734375,5,0
000233.mp4,0.66943359375,0,0
000234.mp4,0.75244140625,7,1
000235.mp4,0.826171875,4,0
000236.mp4,0.568359375,1,0
000237.mp4,0.472900390625,4,0
000238.mp4,0.358642578125,3,0
000239.mp4,0.490478515625,3,0
000240.mp4,0.36083984375,4,0
000241.mp4,0.6162109375,9,1
000242.mp4,0.303955078125,1,0
000243.mp4,0.379150390625,6,0
000244.mp4,0.38330078125,8,0
000245.mp4,0.8369140625,2,0
000246.mp4,0.77392578125,6,0
000247.mp4,0.357421875,6,0
000248.mp4,0.351806640625,3,0
000249.mp4,0.48486328125,7,0
000250.mp4,0.437744140625,7,1
000251.mp4,0.342529296875,9,0
000252.mp4,0.1937255859375,5,0
000253.mp4,0.4111328125,4,0
000254.mp4,0.355224609375,1,0
000255.mp4,0.5283203125,9,0
000256.mp4,0.333984375,6,0
000257.mp4,0.315673828125,5,0
000258.mp4,0.73388671875,6,0
000259.mp4,0.49267578125,8,0
000260.mp4,0.64697265625,7,1
000261.mp4,0.384765625,4,0
000262.mp4,0.7685546875,2,0
000263.mp4,0.353271484375,5,0
000264.mp4,0.453369140625,9,0
000265.mp4,0.472900390625,4,1
000266.mp4,1.0107421875,4,0
000267.mp4,0.4501953125,11,0
000268.mp4,0.35888671875,3,0
000269.mp4,0.30029296875,2,0
000270.mp4,0.401611328125,1,0
000271.mp4,0.8662109375,3,0
000272.mp4,0.352294921875,4,0
000273.mp4,0.38720703125,3,0
000274.mp4,0.417724609375,6,1
000275.mp4,0.78662109375,2,0
000276.mp4,0.541015625,6,0
000277.mp4,0.413818359375,8,0
000278.mp4,0.3759765625,8,1
000279.mp4,0.475341796875,5,0
000280.mp4,0.712890625,2,0
000281.mp4,0.5390625,2,0
000282.mp4,0.353515625,3,0
000283.mp4,0.54443359375,3,0
000284.mp4,0.37939453125,1,0
000285.mp4,0.33642578125,2,0
000286.mp4,0.495849609375,6,0
000287.mp4,0.474853515625,1,0
000288.mp4,0.302978515625,3,0
000289.mp4,0.71484375,1,0
000290.mp4,1.212890625,3,0
000291.mp4,0.64892578125,1,0
000292.mp4,1.0439453125,5,1
000293.mp4,0.48681640625,4,1
000294.mp4,0.53271484375,3,0
000295.mp4,0.5185546875,1,0
000296.mp4,0.457763671875,3,0
000297.mp4,0.5615234375,2,0
000298.mp4,0.343017578125,1,0
000299.mp4,0.417724609375,3,0
000300.mp4,0.288330078125,8,1
000301.mp4,0.379150390625,1,0
000302.mp4,0.83984375,4,0
000303.mp4,0.3779296875,2,1
000304.mp4,0.71142578125,2,0
000305.mp4,1.3642578125,4,1
000306.mp4,0.662109375,9,0
000307.mp4,0.7177734375,3,1
000308.mp4,0.5,3,0
000309.mp4,0.1505126953125,7,1
000310.mp4,0.467041015625,2,0
000311.mp4,0.40185546875,9,1
000312.mp4,0.31591796875,3,0
000313.mp4,0.712890625,1,0
000314.mp4,0.396728515625,3,0
000315.mp4,0.53271484375,4,0
000316.mp4,0.9375,2,0
000317.mp4,0.408935546875,10,1
000318.mp4,0.51220703125,2,0
000319.mp4,0.4755859375,4,1
000320.mp4,0.51708984375,1,0
000321.mp4,0.5712890625,2,0
000322.mp4,0.35205078125,7,0
000323.mp4,0.41943359375,2,0
000324.mp4,0.369140625,4,0
000325.mp4,0.28564453125,6,1
000326.mp4,0.46142578125,7,0
000327.mp4,0.358642578125,5,1
000328.mp4,0.33203125,6,0
000329.mp4,0.489013671875,1,0
000330.mp4,0.78515625,4,0
000331.mp4,0.49755859375,5,0
000332.mp4,0.51220703125,8,0
000333.mp4,0.290771484375,5,0
000334.mp4,0.794921875,3,1
000335.mp4,0.432373046875,5,0
000336.mp4,0.316650390625,5,0
000337.mp4,0.371826171875,2,0
000338.mp4,0.326416015625,5,0
000339.mp4,0.90478515625,10,0
000340.mp4,0.494140625,7,1
000341.mp4,0.33447265625,1,0
000342.mp4,0.75244140625,2,0
000343.mp4,0.64306640625,8,0
000344.mp4,0.45068359375,3,0
000345.mp4,0.493896484375,2,0
000346.mp4,0.7470703125,1,0
000347.mp4,0.302978515625,8,1
000348.mp4,0.26611328125,3,1
000349.mp4,1.14453125,9,1
000350.mp4,0.322509765625,9,0
000351.mp4,1.11328125,3,0
000352.mp4,0.1351318359375,7,1
000353.mp4,0.372314453125,8,0
000354.mp4,0.34130859375,0,0
000355.mp4,0.372802734375,4,0
000356.mp4,0.931640625,1,0
000357.mp4,0.41015625,4,0
000358.mp4,0.416748046875,14,1
000359.mp4,0.6328125,4,0
000360.mp4,0.92431640625,7,1
000361.mp4,0.3671875,2,0
000362.mp4,0.79345703125,2,0
000363.mp4,0.578125,7,0
000364.mp4,0.58154296875,3,0
000365.mp4,0.281982421875,8,0
000366.mp4,0.2509765625,6,1
000367.mp4,0.48291015625,3,0
000368.mp4,0.2432861328125,7,0
000369.mp4,0.342529296875,7,0
000370.mp4,0.7568359375,0,0
000371.mp4,0.57861328125,6,0
000372.mp4,0.313720703125,2,0
000373.mp4,0.4482421875,5,0
000374.mp4,0.2607421875,6,1
000375.mp4,0.70556640625,3,1
000376.mp4,1.11328125,4,0
000377.mp4,0.47216796875,2,0
000378.mp4,0.501953125,2,0
000379.mp4,0.358154296875,6,0
000380.mp4,0.326904296875,5,1
000381.mp4,0.389404296875,5,0
000382.mp4,0.32666015625,1,0
000383.mp4,0.44140625,2,0
000384.mp4,0.354248046875,9,0
000385.mp4,0.323486328125,1,0
000386.mp4,0.41943359375,2,0
000387.mp4,0.38330078125,5,0
000388.mp4,0.3017578125,0,0
000389.mp4,0.43017578125,5,0
000390.mp4,0.340087890625,3,0
000391.mp4,0.340576171875,10,1
000392.mp4,0.365966796875,5,1
000393.mp4,0.6513671875,3,0
000394.mp4,0.47265625,8,0
000395.mp4,0.44921875,4,0
000396.mp4,0.66650390625,9,0
000397.mp4,0.450927734375,1,0
000398.mp4,0.583984375,3,0
000399.mp4,0.63232421875,2,0
000400.mp4,0.8515625,2,0
000401.mp4,0.474365234375,2,0
000402.mp4,0.51708984375,4,1
000403.mp4,0.583984375,3,0
000404.mp4,0.344970703125,8,0
000405.mp4,1.015625,2,0
000406.mp4,0.52880859375,4,0
000407.mp4,0.37158203125,7,1
000408.mp4,0.61474609375,3,1
000409.mp4,0.353515625,8,1
000410.mp4,0.65283203125,4,1
000411.mp4,1.0537109375,1,0
000412.mp4,0.307373046875,5,0
000413.mp4,1.0078125,1,0
000414.mp4,0.50048828125,10,0
000415.mp4,0.2196044921875,3,0
000416.mp4,0.75,10,1
000417.mp4,0.345947265625,7,1
000418.mp4,0.422119140625,5,1
000419.mp4,0.31982421875,4,1
000420.mp4,0.67724609375,1,0
000421.mp4,0.763671875,5,0
000422.mp4,0.66015625,2,0
000423.mp4,0.34716796875,2,0
000424.mp4,0.921875,2,0
000425.mp4,0.48193359375,7,1
000426.mp4,0.34130859375,7,1
000427.mp4,0.412841796875,7,1
000428.mp4,0.19970703125,8,1
000429.mp4,0.568359375,9,0
000430.mp4,0.56982421875,8,1
000431.mp4,0.82177734375,3,0
000432.mp4,0.439453125,6,0
000433.mp4,0.55712890625,3,0
000434.mp4,0.60546875,2,0
000435.mp4,0.36279296875,11,0
000436.mp4,0.609375,2,0
000437.mp4,0.521484375,5,0
000438.mp4,0.609375,0,0
000439.mp4,0.2490234375,2,0
000440.mp4,0.3056640625,7,0
000441.mp4,0.84619140625,4,0
000442.mp4,0.5126953125,3,0
000443.mp4,0.466064453125,1,0
000444.mp4,0.3427734375,5,1
000445.mp4,0.5830078125,10,1
000446.mp4,0.5751953125,1,0
000447.mp4,0.5419921875,1,0
000448.mp4,0.333251953125,3,0
000449.mp4,0.26806640625,2,0
000450.mp4,0.412109375,1,0
000451.mp4,0.385009765625,3,0
000452.mp4,0.370361328125,4,0
000453.mp4,0.39013671875,3,0
000454.mp4,0.5732421875,3,0
000455.mp4,0.327392578125,4,0
000456.mp4,0.57763671875,1,0
000457.mp4,0.32373046875,3,0
000458.mp4,0.39306640625,5,1
000459.mp4,0.43701171875,1,0
000460.mp4,0.58154296875,3,0
000461.mp4,0.97119140625,4,0
000462.mp4,0.76611328125,7,0
000463.mp4,0.359619140625,5,0
000464.mp4,0.75732421875,7,1
000465.mp4,0.6962890625,8,0
000466.mp4,0.369873046875,7,0
000467.mp4,0.299560546875,4,0
000468.mp4,0.43994140625,8,0
000469.mp4,0.98828125,8,0
000470.mp4,0.431396484375,2,0
000471.mp4,0.9423828125,3,0
000472.mp4,0.6767578125,1,0
000473.mp4,0.412353515625,1,0
000474.mp4,0.529296875,6,0
000475.mp4,1.166015625,7,0
000476.mp4,0.541015625,1,0
000477.mp4,0.423583984375,8,0
000478.mp4,0.626953125,5,0
000479.mp4,0.378173828125,3,0
000480.mp4,0.3251953125,2,0
000481.mp4,0.76806640625,3,0
000482.mp4,0.37451171875,2,0
000483.mp4,0.8505859375,5,1
000484.mp4,0.564453125,3,1
000485.mp4,0.327880859375,5,0
000486.mp4,0.43798828125,3,0
000487.mp4,0.67578125,6,0
000488.mp4,0.6728515625,1,0
000489.mp4,0.247802734375,2,0
000490.mp4,0.465087890625,6,0
000491.mp4,0.54638671875,6,0
000492.mp4,0.41650390625,5,0
000493.mp4,0.8046875,1,0
000494.mp4,0.40576171875,3,0
000495.mp4,0.720703125,2,1
000496.mp4,0.5859375,0,0
000497.mp4,0.3544921875,3,0
000498.mp4,0.486328125,4,0
000499.mp4,0.64111328125,11,0
000500.mp4,0.1966552734375,10,1
000501.mp4,0.38720703125,8,1
000502.mp4,0.765625,2,0
000503.mp4,0.7001953125,3,1
000504.mp4,0.475341796875,1,0
000505.mp4,0.378662109375,2,0
000506.mp4,0.42431640625,2,1
000507.mp4,0.354248046875,2,0
000508.mp4,0.75341796875,1,0
000509.mp4,0.63427734375,0,0
000510.mp4,0.37744140625,3,0
000511.mp4,0.6357421875,1,0
000512.mp4,0.50146484375,1,0
000513.mp4,0.318115234375,5,0
000514.mp4,0.54931640625,2,0
000515.mp4,0.64697265625,5,0
000516.mp4,0.46630859375,4,0
000517.mp4,0.67138671875,3,0
000518.mp4,0.30322265625,0,0
000519.mp4,0.30810546875,1,0
000520.mp4,1.0322265625,1,0
000521.mp4,0.36767578125,2,0
000522.mp4,0.4794921875,5,1
000523.mp4,0.3564453125,7,0
000524.mp4,0.489013671875,7,1
000525.mp4,0.470703125,3,0
000526.mp4,0.375732421875,2,0
000527.mp4,0.41259765625,3,0
000528.mp4,0.32666015625,4,0
000529.mp4,1.138671875,6,0
000530.mp4,0.56396484375,3,1
000531.mp4,0.7685546875,0,0
000532.mp4,0.9609375,0,0
000533.mp4,0.46142578125,1,0
000534.mp4,0.73681640625,0,0
000535.mp4,0.89990234375,3,0
000536.mp4,0.332275390625,3,0
000537.mp4,0.302734375,1,0
000538.mp4,0.350341796875,8,0
000539.mp4,0.6162109375,13,0
000540.mp4,0.68359375,2,0
000541.mp4,0.97802734375,2,0
000542.mp4,0.38427734375,2,0
000543.mp4,0.43310546875,3,0
000544.mp4,0.4677734375,2,0
000545.mp4,0.384765625,9,0
000546.mp4,0.486328125,1,0
000547.mp4,0.42333984375,4,0
000548.mp4,0.354736328125,2,0
000549.mp4,0.7744140625,1,0
000550.mp4,0.358642578125,2,0
000551.mp4,0.36767578125,4,0
000552.mp4,0.71826171875,0,0
000553.mp4,0.321044921875,1,0
000554.mp4,0.9765625,2,0
000555.mp4,0.390869140625,4,0
000556.mp4,0.3251953125,0,0
000557.mp4,0.96435546875,5,1
000558.mp4,0.272216796875,0,0
000559.mp4,0.56689453125,1,0
000560.mp4,0.377197265625,6,0
000561.mp4,0.845703125,4,0
000562.mp4,0.74853515625,4,0
000563.mp4,0.5537109375,4,0
000564.mp4,0.55419921875,5,0
000565.mp4,0.6513671875,7,0
000566.mp4,0.4150390625,4,1
000567.mp4,0.34375,4,0
000568.mp4,0.464111328125,7,0
000569.mp4,0.47314453125,3,0
000570.mp4,0.49169921875,6,0
000571.mp4,0.33203125,3,1
000572.mp4,0.464111328125,10,1
000573.mp4,0.324462890625,7,1
000574.mp4,0.71630859375,4,0
000575.mp4,0.284423828125,7,1
000576.mp4,0.58154296875,5,1
000577.mp4,0.56591796875,3,0
000578.mp4,0.97021484375,7,0
000579.mp4,0.39697265625,6,1
000580.mp4,1.3486328125,9,1
000581.mp4,0.391845703125,4,0
000582.mp4,0.2130126953125,7,0
000583.mp4,0.95361328125,3,0
000584.mp4,0.450439453125,3,1
000585.mp4,0.416259765625,1,0
000586.mp4,0.9296875,2,0
000587.mp4,0.303466796875,2,0
000588.mp4,0.3837890625,7,0
000589.mp4,0.78125,1,0
000590.mp4,0.33984375,7,0
000591.mp4,0.5419921875,5,1
000592.mp4,0.431884765625,1,0
000593.mp4,0.4775390625,1,0
000594.mp4,0.693359375,0,0
000595.mp4,0.4599609375,7,0
000596.mp4,0.66650390625,2,0
000597.mp4,0.333984375,7,0
000598.mp4,0.42236328125,1,0
000599.mp4,0.8232421875,9,0
000600.mp4,0.338134765625,8,1
000601.mp4,0.366455078125,9,1
000602.mp4,0.830078125,3,0
000603.mp4,0.705078125,3,0
000604.mp4,0.414306640625,7,0
000605.mp4,0.3740234375,4,0
000606.mp4,0.12371826171875,12,0
000607.mp4,0.72607421875,3,1
000608.mp4,0.483642578125,0,0
000609.mp4,1.0546875,1,0
000610.mp4,0.387939453125,7,0
000611.mp4,0.385009765625,7,0
000612.mp4,0.453369140625,4,0
000613.mp4,0.34521484375,3,0
000614.mp4,0.464111328125,6,1
000615.mp4,0.364013671875,8,0
000616.mp4,0.291015625,1,0
000617.mp4,0.3193359375,7,0
000618.mp4,0.82177734375,6,1
000619.mp4,0.63330078125,3,0
000620.mp4,0.400634765625,4,0
000621.mp4,0.365966796875,3,0
000622.mp4,0.412109375,3,1
000623.mp4,0.425537109375,4,1
000624.mp4,0.387451171875,6,0
000625.mp4,0.32373046875,3,1
000626.mp4,0.436767578125,3,0
000627.mp4,0.365478515625,6,0
000628.mp4,0.439697265625,3,0
000629.mp4,0.1639404296875,9,0
000630.mp4,0.7099609375,1,0
000631.mp4,0.51220703125,4,0
000632.mp4,0.48046875,8,1
000633.mp4,0.33935546875,11,1
000634.mp4,0.34619140625,3,0
000635.mp4,0.456787109375,4,0
000636.mp4,0.3203125,4,0
000637.mp4,0.33642578125,1,0
000638.mp4,0.447998046875,3,0
000639.mp4,0.9443359375,11,0
000640.mp4,0.6494140625,4,0
000641.mp4,0.54345703125,1,0
000642.mp4,0.66943359375,4,0
000643.mp4,0.479248046875,2,0
000644.mp4,0.40185546875,4,0
000645.mp4,0.363525390625,2,0
000646.mp4,0.45751953125,2,0
000647.mp4,0.44970703125,1,0
000648.mp4,0.303955078125,1,0
000649.mp4,0.57861328125,1,0
000650.mp4,1.205078125,2,0
000651.mp4,0.410888671875,2,0
000652.mp4,0.427001953125,1,0
000653.mp4,0.51416015625,4,0
000654.mp4,0.353515625,3,0
000655.mp4,0.87841796875,6,0
000656.mp4,0.78564453125,1,0
000657.mp4,0.379638671875,3,0
000658.mp4,0.6376953125,1,0
000659.mp4,0.419677734375,9,0
000660.mp4,0.415771484375,5,0
000661.mp4,0.387939453125,6,0
000662.mp4,0.3310546875,3,0
000663.mp4,0.444091796875,3,0
000664.mp4,0.5546875,11,1
000665.mp4,0.337890625,12,0
000666.mp4,0.370361328125,5,0
000667.mp4,0.268798828125,7,0
000668.mp4,0.290771484375,8,0
000669.mp4,0.2467041015625,6,0
000670.mp4,0.420654296875,6,0
000671.mp4,0.434326171875,4,0
000672.mp4,0.4326171875,4,1
000673.mp4,0.732421875,3,1
000674.mp4,0.39990234375,4,0
000675.mp4,0.38427734375,3,0
000676.mp4,0.79443359375,4,1
000677.mp4,0.338134765625,2,0
000678.mp4,0.59130859375,8,0
000679.mp4,1.0322265625,4,0
000680.mp4,0.66064453125,1,0
000681.mp4,0.62890625,4,0
000682.mp4,0.370361328125,5,1
000683.mp4,0.259521484375,5,0
000684.mp4,0.3662109375,7,1
000685.mp4,0.35498046875,7,1
000686.mp4,0.5458984375,3,0
000687.mp4,0.37939453125,1,0
000688.mp4,0.296875,5,0
000689.mp4,0.4130859375,1,0
000690.mp4,0.546875,2,1
000691.mp4,0.3505859375,6,0
000692.mp4,0.72802734375,6,0
000693.mp4,0.349853515625,3,0
000694.mp4,0.408203125,6,1
000695.mp4,0.295166015625,8,1
000696.mp4,0.359130859375,1,0
000697.mp4,0.412841796875,5,0
000698.mp4,0.48828125,0,0
000699.mp4,0.33154296875,7,1
000700.mp4,0.38720703125,6,0
000701.mp4,0.466064453125,2,0
000702.mp4,0.337158203125,5,0
000703.mp4,0.9287109375,4,0
000704.mp4,0.79638671875,1,0
000705.mp4,0.376708984375,4,0
000706.mp4,0.50830078125,4,0
000707.mp4,0.28857421875,4,0
000708.mp4,0.339111328125,3,0
000709.mp4,0.41552734375,6,0
000710.mp4,0.767578125,2,0
000711.mp4,0.54052734375,5,0
000712.mp4,0.464111328125,1,0
000713.mp4,0.39990234375,8,0
000714.mp4,0.403076171875,3,0
000715.mp4,0.42138671875,14,1
000716.mp4,0.304931640625,3,0
000717.mp4,0.355224609375,7,0
000718.mp4,0.51513671875,12,1
000719.mp4,0.56494140625,1,0
000720.mp4,0.751953125,4,0
000721.mp4,0.6826171875,2,1
000722.mp4,0.81103515625,7,0
000723.mp4,0.4228515625,8,1
000724.mp4,0.5361328125,4,0
000725.mp4,0.93603515625,2,0
000726.mp4,0.54638671875,7,1
000727.mp4,0.51904296875,9,1
000728.mp4,0.87744140625,7,0
000729.mp4,0.407470703125,10,1
000730.mp4,0.381591796875,4,0
000731.mp4,0.5556640625,2,0
000732.mp4,0.865234375,4,0
000733.mp4,0.8896484375,6,1
000734.mp4,0.448974609375,5,0
000735.mp4,0.416748046875,7,0
000736.mp4,0.4970703125,8,1
000737.mp4,0.8935546875,2,0
000738.mp4,0.404296875,10,1
000739.mp4,0.62060546875,3,0
000740.mp4,0.73095703125,2,0
000741.mp4,0.37255859375,4,0
000742.mp4,0.40576171875,4,0
000743.mp4,0.36376953125,10,0
000744.mp4,0.81640625,7,0
000745.mp4,0.46240234375,3,0
000746.mp4,0.8037109375,1,0
000747.mp4,0.302734375,1,0
000748.mp4,0.31787109375,8,0
000749.mp4,0.369873046875,10,1
000750.mp4,0.55908203125,7,0
000751.mp4,0.403076171875,4,1
000752.mp4,0.4013671875,10,0
000753.mp4,0.8212890625,6,1
000754.mp4,1.2041015625,3,1
000755.mp4,0.515625,2,1
000756.mp4,0.93798828125,3,0
000757.mp4,0.34716796875,3,1
000758.mp4,0.491455078125,3,0
000759.mp4,0.338134765625,2,0
000760.mp4,0.3720703125,12,0
000761.mp4,0.495849609375,5,1
000762.mp4,0.60986328125,5,1
000763.mp4,1.025390625,2,0
000764.mp4,0.2763671875,11,0
000765.mp4,0.36474609375,14,1
000766.mp4,0.275390625,3,1
000767.mp4,0.86865234375,4,0
000768.mp4,0.96728515625,5,0
000769.mp4,0.281005859375,4,0
000770.mp4,0.5859375,8,1
000771.mp4,0.341064453125,4,0
000772.mp4,0.310302734375,3,0
000773.mp4,0.34326171875,13,1
000774.mp4,0.2939453125,4,1
000775.mp4,0.470458984375,6,1
000776.mp4,0.3740234375,14,1
000777.mp4,0.9521484375,3,0
000778.mp4,1.0556640625,3,0
000779.mp4,0.6083984375,1,0
000780.mp4,0.396484375,3,1
000781.mp4,0.415771484375,4,0
000782.mp4,0.376708984375,3,0
000783.mp4,0.391845703125,7,0
000784.mp4,1.1826171875,4,0
