video_name,accident_frame,dynamic_change,scene_complexity,window_length
000052.mp4,44,0.6875,4,36
000053.mp4,33,0.51318359375,4,47
000054.mp4,37,0.56298828125,5,43
000055.mp4,36,0.284423828125,6,44
000056.mp4,39,0.7568359375,2,41
000057.mp4,36,0.6982421875,4,44
000058.mp4,34,0.50146484375,3,46
000059.mp4,32,0.53466796875,7,48
000060.mp4,31,0.529296875,8,49
000061.mp4,30,0.6611328125,6,50
000062.mp4,43,0.8525390625,9,37
000063.mp4,35,0.79345703125,2,45
000064.mp4,39,0.50634765625,2,41
000065.mp4,39,0.6962890625,4,41
000066.mp4,30,0.9208984375,6,50
000067.mp4,34,0.5029296875,3,46
000068.mp4,38,0.67822265625,2,42
000069.mp4,43,0.6796875,1,37
000070.mp4,40,0.57958984375,3,40
000071.mp4,40,0.45458984375,1,40
000072.mp4,34,0.67138671875,3,46
000073.mp4,30,0.82763671875,3,50
000074.mp4,30,0.73193359375,9,50
000075.mp4,30,0.54638671875,7,50
000076.mp4,30,0.818359375,3,50
000077.mp4,44,0.892578125,3,36
000078.mp4,30,0.81884765625,6,50
000079.mp4,39,0.810546875,4,41
000080.mp4,30,0.65576171875,1,50
000081.mp4,30,0.53857421875,3,50
000082.mp4,36,0.65478515625,2,44
000083.mp4,35,0.400634765625,13,45
000084.mp4,42,1.095703125,3,38
000085.mp4,30,0.70263671875,3,50
000086.mp4,30,0.438720703125,1,50
000087.mp4,42,0.583984375,10,38
000088.mp4,39,0.81640625,1,41
000089.mp4,33,0.65771484375,4,47
000090.mp4,31,0.7626953125,3,49
000091.mp4,42,0.88427734375,2,38
000092.mp4,31,0.89697265625,1,49
000093.mp4,32,0.728515625,4,48
000094.mp4,30,0.83447265625,2,50
000095.mp4,34,0.53125,1,46
000096.mp4,33,0.73193359375,3,47
000097.mp4,36,0.837890625,5,44
000098.mp4,41,1.13671875,5,39
000099.mp4,34,1.134765625,2,46
000100.mp4,33,0.8310546875,2,47
000101.mp4,48,0.77880859375,4,32
000102.mp4,37,0.6708984375,4,43
000103.mp4,30,0.474853515625,1,50
000104.mp4,33,0.748046875,9,47
000105.mp4,31,0.60400390625,1,49
000106.mp4,38,0.26904296875,1,42
000107.mp4,44,0.58447265625,1,36
000108.mp4,36,1.251953125,5,44
000109.mp4,30,0.430419921875,8,50
000110.mp4,34,0.38720703125,7,46
000111.mp4,34,0.40869140625,1,46
000112.mp4,43,0.732421875,1,37
000113.mp4,30,0.54833984375,2,50
000114.mp4,45,0.318115234375,5,35
000115.mp4,33,0.61572265625,6,47
000116.mp4,35,0.85498046875,2,45
000117.mp4,30,0.7451171875,6,50
000118.mp4,46,0.7158203125,4,34
000119.mp4,36,0.630859375,2,44
000120.mp4,43,0.43701171875,3,37
000121.mp4,33,0.75439453125,4,47
000122.mp4,30,0.974609375,5,50
000123.mp4,35,0.63671875,2,45
000124.mp4,35,0.6025390625,4,45
000125.mp4,35,0.74462890625,6,45
000126.mp4,30,0.60791015625,2,50
000127.mp4,30,0.310791015625,7,50
000128.mp4,31,0.7109375,2,49
000129.mp4,40,0.96337890625,4,40
000130.mp4,32,0.417724609375,7,48
000131.mp4,31,0.5498046875,2,49
000132.mp4,30,0.52783203125,5,50
000133.mp4,36,0.85546875,1,44
000134.mp4,32,0.828125,7,48
000135.mp4,31,0.7646484375,3,49
000136.mp4,35,0.71142578125,6,45
000137.mp4,37,0.291015625,6,43
000138.mp4,39,0.708984375,4,41
000139.mp4,30,0.9912109375,2,50
000140.mp4,32,0.677734375,3,48
000141.mp4,46,0.51708984375,0,34
000142.mp4,30,0.75732421875,8,50
000143.mp4,39,0.77392578125,0,41
000144.mp4,34,0.68994140625,3,46
000145.mp4,30,0.77099609375,1,50
000146.mp4,47,0.88134765625,4,33
000147.mp4,48,0.7314453125,3,32
000148.mp4,32,0.84912109375,6,48
000149.mp4,39,0.74560546875,3,41
000150.mp4,40,0.73388671875,9,40
000151.mp4,36,0.7646484375,3,44
000152.mp4,32,0.63525390625,7,48
000153.mp4,31,0.2137451171875,11,49
000154.mp4,38,0.483642578125,4,42
000155.mp4,40,1.0478515625,3,40
000156.mp4,33,1.4541015625,6,47
000157.mp4,43,0.429443359375,7,37
000158.mp4,41,0.345947265625,7,39
000159.mp4,32,0.30859375,8,48
000160.mp4,39,0.7958984375,5,41
000161.mp4,32,0.560546875,7,48
000162.mp4,39,1.05859375,3,41
000163.mp4,34,0.446533203125,10,46
000164.mp4,43,1.14453125,4,37
000165.mp4,46,0.3427734375,7,34
000166.mp4,30,0.9560546875,7,50
000167.mp4,30,0.822265625,7,50
000168.mp4,30,0.30517578125,9,50
000169.mp4,30,0.73486328125,2,50
000170.mp4,30,0.322509765625,8,50
000171.mp4,30,0.80078125,6,50
000172.mp4,30,0.240478515625,6,50
000173.mp4,30,0.68212890625,3,50
000174.mp4,30,0.79736328125,3,50
000175.mp4,30,0.76171875,2,50
000176.mp4,30,0.8642578125,5,50
000177.mp4,30,0.93017578125,13,50
000178.mp4,30,0.97802734375,2,50
000179.mp4,30,0.666015625,10,50
000180.mp4,30,0.99267578125,4,50
000181.mp4,30,0.35009765625,9,50
000182.mp4,30,0.291748046875,9,50
000183.mp4,30,0.607421875,3,50
000184.mp4,30,0.430908203125,4,50
000185.mp4,30,0.826171875,8,50
000186.mp4,30,0.8486328125,5,50
000187.mp4,30,0.46435546875,7,50
000188.mp4,30,0.273193359375,9,50
000189.mp4,30,0.6123046875,5,50
000190.mp4,30,0.607421875,10,50
000191.mp4,30,0.376953125,6,50
000192.mp4,30,0.67431640625,5,50
000193.mp4,30,0.316650390625,7,50
000194.mp4,30,0.685546875,3,50
000195.mp4,30,0.861328125,9,50
000196.mp4,30,0.453857421875,3,50
000197.mp4,30,0.70458984375,5,50
000198.mp4,30,0.8720703125,9,50
000199.mp4,30,0.493408203125,7,50
000200.mp4,30,0.62890625,3,50
000201.mp4,30,0.72314453125,4,50
000202.mp4,30,0.38818359375,9,50
000203.mp4,30,0.88427734375,3,50
000204.mp4,30,0.88720703125,1,50
000205.mp4,30,0.76953125,6,50
000206.mp4,30,0.23486328125,6,50
000207.mp4,30,0.421875,12,50
000208.mp4,30,0.8818359375,3,50
000209.mp4,30,0.521484375,3,50
000210.mp4,30,0.69482421875,2,50
000211.mp4,30,0.720703125,4,50
000212.mp4,30,0.9150390625,4,50
000213.mp4,30,0.8857421875,2,50
000214.mp4,30,0.62451171875,9,50
000215.mp4,30,0.7275390625,7,50
000216.mp4,30,0.52734375,0,50
000217.mp4,30,0.634765625,3,50
000218.mp4,30,0.7705078125,5,50
000219.mp4,39,0.677734375,5,41
000220.mp4,37,0.654296875,7,43
000221.mp4,36,0.65283203125,2,44
000222.mp4,31,0.740234375,4,49
000223.mp4,32,0.67041015625,2,48
000224.mp4,30,0.2489013671875,7,50
000225.mp4,30,0.71728515625,3,50
000226.mp4,36,0.52001953125,2,44
000227.mp4,39,0.447265625,2,41
000228.mp4,47,0.98681640625,3,33
000229.mp4,39,0.83154296875,5,41
000230.mp4,36,0.595703125,3,44
000231.mp4,42,0.48388671875,1,38
000232.mp4,30,0.69287109375,5,50
000233.mp4,42,0.67724609375,0,38
000234.mp4,31,0.88427734375,7,49
000235.mp4,31,0.83544921875,4,49
000236.mp4,41,0.57470703125,1,39
000237.mp4,48,0.7080078125,4,32
000238.mp4,42,0.45068359375,3,38
000239.mp4,30,0.751953125,3,50
000240.mp4,30,0.58935546875,4,50
000241.mp4,31,0.712890625,9,49
000242.mp4,33,0.30712890625,1,47
000243.mp4,31,0.79150390625,6,49
000244.mp4,44,0.5546875,8,36
000245.mp4,30,0.84619140625,2,50
000246.mp4,30,0.7822265625,6,50
000247.mp4,47,0.351318359375,6,33
000248.mp4,30,0.77783203125,3,50
000249.mp4,30,0.77734375,7,50
000250.mp4,35,0.830078125,7,45
000251.mp4,36,0.4326171875,9,44
000252.mp4,49,0.2724609375,5,31
000253.mp4,30,0.78955078125,4,50
000254.mp4,30,0.359375,1,50
000255.mp4,35,0.8427734375,9,45
000256.mp4,31,0.650390625,6,49
000257.mp4,49,0.356689453125,5,31
000258.mp4,45,0.74169921875,6,35
000259.mp4,37,0.6142578125,8,43
000260.mp4,36,0.69384765625,7,44
000261.mp4,40,0.76416015625,4,40
000262.mp4,38,0.77734375,2,42
000263.mp4,30,0.7734375,5,50
000264.mp4,40,0.75830078125,9,40
000265.mp4,37,0.70703125,4,43
000266.mp4,30,1.021484375,4,50
000267.mp4,30,0.71142578125,11,50
000268.mp4,30,0.662109375,3,50
000269.mp4,35,0.6025390625,2,45
000270.mp4,42,0.406005859375,1,38
000271.mp4,43,0.8759765625,3,37
000272.mp4,30,0.78125,4,50
000273.mp4,34,0.8330078125,3,46
000274.mp4,39,0.43212890625,6,41
000275.mp4,45,0.7685546875,2,35
000276.mp4,30,0.87646484375,6,50
000277.mp4,49,0.5498046875,8,31
000278.mp4,37,0.8056640625,8,43
000279.mp4,32,0.83251953125,5,48
000280.mp4,47,0.720703125,2,33
000281.mp4,39,0.82666015625,2,41
000282.mp4,32,0.56591796875,3,48
000283.mp4,42,0.71630859375,3,38
000284.mp4,46,0.383544921875,1,34
000285.mp4,40,0.6162109375,2,40
000286.mp4,45,0.69140625,6,35
000287.mp4,34,0.47998046875,1,46
000288.mp4,30,0.7294921875,3,50
000289.mp4,41,0.72314453125,1,39
000290.mp4,32,1.2265625,3,48
000291.mp4,33,0.65576171875,1,47
000292.mp4,47,1.0556640625,5,33
000293.mp4,41,0.82958984375,4,39
000294.mp4,39,0.96533203125,3,41
000295.mp4,45,0.52392578125,1,35
000296.mp4,44,0.65087890625,3,36
000297.mp4,35,0.716796875,2,45
000298.mp4,49,0.346923828125,1,31
000299.mp4,47,0.8017578125,3,33
000300.mp4,38,0.73193359375,8,42
000301.mp4,44,0.38330078125,1,36
000302.mp4,46,0.58447265625,4,34
000303.mp4,37,0.701171875,2,43
000304.mp4,42,0.71923828125,2,38
000305.mp4,48,0.88232421875,4,32
000306.mp4,34,0.8798828125,9,46
000307.mp4,31,0.89453125,3,49
000308.mp4,32,0.6953125,3,48
000309.mp4,39,0.228759765625,7,41
000310.mp4,36,0.68798828125,2,44
000311.mp4,33,0.76416015625,9,47
000312.mp4,38,0.53076171875,3,42
000313.mp4,31,0.720703125,1,49
000314.mp4,36,0.525390625,3,44
000315.mp4,31,0.73486328125,4,49
000316.mp4,46,0.94775390625,2,34
000317.mp4,33,0.7587890625,10,47
000318.mp4,35,0.64453125,2,45
000319.mp4,49,0.84375,4,31
000320.mp4,44,0.52294921875,1,36
000321.mp4,47,0.7109375,2,33
000322.mp4,34,0.43896484375,7,46
000323.mp4,30,0.70751953125,2,50
000324.mp4,33,0.515625,4,47
000325.mp4,42,0.353759765625,6,38
000326.mp4,30,0.55029296875,7,50
000327.mp4,35,0.75244140625,5,45
000328.mp4,35,0.6328125,6,45
000329.mp4,40,0.494384765625,1,40
000330.mp4,38,0.8017578125,4,42
000331.mp4,34,0.7021484375,5,46
000332.mp4,42,0.474609375,8,38
000333.mp4,40,0.51318359375,5,40
000334.mp4,33,0.8037109375,3,47
000335.mp4,36,0.8330078125,5,44
000336.mp4,44,0.280029296875,5,36
000337.mp4,31,0.68359375,2,49
000338.mp4,49,0.84130859375,5,31
000339.mp4,38,0.91455078125,10,42
000340.mp4,32,0.62060546875,7,48
000341.mp4,38,0.338134765625,1,42
000342.mp4,37,0.7607421875,2,43
000343.mp4,36,0.892578125,8,44
000344.mp4,41,0.84619140625,3,39
000345.mp4,34,0.67236328125,2,46
000346.mp4,39,0.7548828125,1,41
000347.mp4,33,0.40869140625,8,47
000348.mp4,43,0.5888671875,3,37
000349.mp4,37,0.787109375,9,43
000350.mp4,42,0.2626953125,9,38
000351.mp4,40,1.134765625,3,40
000352.mp4,40,0.60498046875,7,40
000353.mp4,31,0.796875,8,49
000354.mp4,34,0.34521484375,0,46
000355.mp4,39,0.5400390625,4,41
000356.mp4,41,0.94189453125,1,39
000357.mp4,34,0.4892578125,4,46
000358.mp4,37,0.79150390625,14,43
000359.mp4,37,0.69140625,4,43
000360.mp4,39,0.9345703125,7,41
000361.mp4,33,0.65576171875,2,47
000362.mp4,33,0.80224609375,2,47
000363.mp4,33,0.7626953125,7,47
000364.mp4,48,0.62158203125,3,32
000365.mp4,34,0.2391357421875,8,46
000366.mp4,41,0.630859375,6,39
000367.mp4,37,0.7109375,3,43
000368.mp4,33,0.262939453125,7,47
000369.mp4,42,0.76220703125,7,38
000370.mp4,32,0.76513671875,0,48
000371.mp4,36,0.92236328125,6,44
000372.mp4,33,0.59228515625,2,47
000373.mp4,34,0.42431640625,5,46
000374.mp4,47,0.8798828125,6,33
000375.mp4,37,0.80810546875,3,43
000376.mp4,30,1.1259765625,4,50
000377.mp4,44,0.5576171875,2,36
000378.mp4,34,0.63134765625,2,46
000379.mp4,45,0.5537109375,6,35
000380.mp4,47,0.75732421875,5,33
000381.mp4,32,0.54443359375,5,48
000382.mp4,47,0.330078125,1,33
000383.mp4,32,0.4970703125,2,48
000384.mp4,32,0.3642578125,9,48
000385.mp4,49,0.3271484375,1,31
000386.mp4,48,0.52099609375,2,32
000387.mp4,30,0.94482421875,5,50
000388.mp4,48,0.304931640625,0,32
000389.mp4,45,0.9521484375,5,35
000390.mp4,33,0.78857421875,3,47
000391.mp4,33,0.564453125,10,47
000392.mp4,35,0.72021484375,5,45
000393.mp4,36,0.65869140625,3,44
000394.mp4,41,0.7607421875,8,39
000395.mp4,32,0.642578125,4,48
000396.mp4,36,0.283203125,9,44
000397.mp4,42,0.4560546875,1,38
000398.mp4,32,0.9580078125,3,48
000399.mp4,45,0.63916015625,2,35
000400.mp4,39,0.86083984375,2,41
000401.mp4,31,0.4794921875,2,49
000402.mp4,36,0.82275390625,4,44
000403.mp4,48,0.67919921875,3,32
000404.mp4,32,0.37744140625,8,48
000405.mp4,40,1.02734375,2,40
000406.mp4,46,0.552734375,4,34
000407.mp4,40,0.71044921875,7,40
000408.mp4,42,0.62158203125,3,38
000409.mp4,31,0.30908203125,8,49
000410.mp4,37,0.86962890625,4,43
000411.mp4,38,1.0654296875,1,42
000412.mp4,33,0.75,5,47
000413.mp4,35,1.01953125,1,45
000414.mp4,32,0.78662109375,10,48
000415.mp4,34,0.474853515625,3,46
000416.mp4,31,0.75830078125,10,49
000417.mp4,30,0.38525390625,7,50
000418.mp4,30,0.6337890625,5,50
000419.mp4,36,0.55908203125,4,44
000420.mp4,39,0.6845703125,1,41
000421.mp4,39,0.7724609375,5,41
000422.mp4,37,0.66748046875,2,43
000423.mp4,41,0.486328125,2,39
000424.mp4,30,0.931640625,2,50
000425.mp4,30,0.409912109375,7,50
000426.mp4,30,0.716796875,7,50
000427.mp4,41,0.830078125,7,39
000428.mp4,37,0.333740234375,8,43
000429.mp4,46,0.433837890625,9,34
000430.mp4,49,0.6181640625,8,31
000431.mp4,43,0.8310546875,3,37
000432.mp4,43,0.9384765625,6,37
000433.mp4,36,0.740234375,3,44
000434.mp4,44,0.6123046875,2,36
000435.mp4,33,0.66259765625,11,47
000436.mp4,40,0.6162109375,2,40
000437.mp4,35,0.794921875,5,45
000438.mp4,35,0.6162109375,0,45
000439.mp4,44,0.61767578125,2,36
000440.mp4,30,0.94384765625,7,50
000441.mp4,32,1.046875,4,48
000442.mp4,46,0.51806640625,3,34
000443.mp4,36,0.47119140625,1,44
000444.mp4,36,0.8564453125,5,44
000445.mp4,33,0.6572265625,10,47
000446.mp4,32,0.58154296875,1,48
000447.mp4,47,0.54833984375,1,33
000448.mp4,49,0.7763671875,3,31
000449.mp4,45,0.67919921875,2,35
000450.mp4,45,0.41650390625,1,35
000451.mp4,32,0.5927734375,3,48
000452.mp4,42,0.43603515625,4,38
000453.mp4,31,0.513671875,3,49
000454.mp4,35,0.65576171875,3,45
000455.mp4,46,0.4375,4,34
000456.mp4,47,0.583984375,1,33
000457.mp4,36,0.7568359375,3,44
000458.mp4,44,0.90771484375,5,36
000459.mp4,40,0.44189453125,1,40
000460.mp4,34,0.587890625,3,46
000461.mp4,31,0.74169921875,4,49
000462.mp4,45,0.7744140625,7,35
000463.mp4,30,0.61572265625,5,50
000464.mp4,37,0.765625,7,43
000465.mp4,30,0.81494140625,8,50
000466.mp4,40,0.89697265625,7,40
000467.mp4,47,0.75634765625,4,33
000468.mp4,35,0.599609375,8,45
000469.mp4,33,0.99951171875,8,47
000470.mp4,37,0.55078125,2,43
000471.mp4,40,0.953125,3,40
000472.mp4,32,0.68408203125,1,48
000473.mp4,49,0.4169921875,1,31
000474.mp4,41,1.03515625,6,39
000475.mp4,42,0.78369140625,7,38
000476.mp4,41,0.546875,1,39
000477.mp4,38,0.368408203125,8,42
000478.mp4,39,0.8134765625,5,41
000479.mp4,37,0.78662109375,3,43
000480.mp4,41,0.7080078125,2,39
000481.mp4,40,0.77685546875,3,40
000482.mp4,36,0.61572265625,2,44
000483.mp4,38,0.85986328125,5,42
000484.mp4,41,0.86962890625,3,39
000485.mp4,42,0.490966796875,5,38
000486.mp4,49,0.6259765625,3,31
000487.mp4,39,0.7861328125,6,41
000488.mp4,44,0.68017578125,1,36
000489.mp4,46,0.6103515625,2,34
000490.mp4,44,0.75048828125,6,36
000491.mp4,31,1.0634765625,6,49
000492.mp4,45,0.60400390625,5,35
000493.mp4,41,0.81396484375,1,39
000494.mp4,41,0.6962890625,3,39
000495.mp4,39,0.728515625,2,41
000496.mp4,36,0.59228515625,0,44
000497.mp4,42,0.607421875,3,38
000498.mp4,41,0.720703125,4,39
000499.mp4,30,0.6484375,11,50
000500.mp4,38,0.32568359375,10,42
000501.mp4,34,0.4384765625,8,46
000502.mp4,45,0.77392578125,2,35
000503.mp4,35,0.7080078125,3,45
000504.mp4,38,0.480712890625,1,42
000505.mp4,45,0.5751953125,2,35
000506.mp4,48,0.64599609375,2,32
000507.mp4,41,0.361572265625,2,39
000508.mp4,43,0.76171875,1,37
000509.mp4,48,0.6416015625,0,32
000510.mp4,40,0.58349609375,3,40
000511.mp4,32,0.642578125,1,48
000512.mp4,44,0.5068359375,1,36
000513.mp4,42,0.59814453125,5,38
000514.mp4,39,0.73486328125,2,41
000515.mp4,41,0.94775390625,5,39
000516.mp4,48,0.623046875,4,32
000517.mp4,37,0.81494140625,3,43
000518.mp4,39,0.306640625,0,41
000519.mp4,42,0.3115234375,1,38
000520.mp4,45,1.04296875,1,35
000521.mp4,30,0.6796875,2,50
000522.mp4,38,0.8857421875,5,42
000523.mp4,35,0.356201171875,7,45
000524.mp4,35,0.77197265625,7,45
000525.mp4,32,0.76513671875,3,48
000526.mp4,35,0.51318359375,2,45
000527.mp4,36,0.8515625,3,44
000528.mp4,31,0.66162109375,4,49
000529.mp4,36,0.8037109375,6,44
000530.mp4,33,0.75390625,3,47
000531.mp4,31,0.77734375,0,49
000532.mp4,36,0.9716796875,0,44
000533.mp4,32,0.466552734375,1,48
000534.mp4,37,0.7451171875,0,43
000535.mp4,39,0.90966796875,3,41
000536.mp4,43,0.67626953125,3,37
000537.mp4,45,0.30615234375,1,35
000538.mp4,33,0.6328125,8,47
000539.mp4,35,0.55517578125,13,45
000540.mp4,33,0.69140625,2,47
000541.mp4,30,0.98876953125,2,50
000542.mp4,49,0.52685546875,2,31
000543.mp4,39,0.6875,3,41
000544.mp4,44,0.63134765625,2,36
000545.mp4,38,0.34375,9,42
000546.mp4,35,0.49169921875,1,45
000547.mp4,32,0.69921875,4,48
000548.mp4,35,0.60400390625,2,45
000549.mp4,33,0.78271484375,1,47
000550.mp4,44,0.5625,2,36
000551.mp4,48,0.607421875,4,32
000552.mp4,43,0.72607421875,0,37
000553.mp4,36,0.32470703125,1,44
000554.mp4,40,0.9873046875,2,40
000555.mp4,49,0.8271484375,4,31
000556.mp4,38,0.328857421875,0,42
000557.mp4,39,0.97509765625,5,41
000558.mp4,39,0.275146484375,0,41
000559.mp4,41,0.5732421875,1,39
000560.mp4,45,0.53369140625,6,35
000561.mp4,39,0.85498046875,4,41
000562.mp4,49,0.7568359375,4,31
000563.mp4,41,0.7529296875,4,39
000564.mp4,48,0.68798828125,5,32
000565.mp4,31,0.50732421875,7,49
000566.mp4,34,0.8330078125,4,46
000567.mp4,30,0.7236328125,4,50
000568.mp4,46,0.4404296875,7,34
000569.mp4,35,0.626953125,3,45
000570.mp4,40,0.681640625,6,40
000571.mp4,42,0.6337890625,3,38
000572.mp4,34,0.8193359375,10,46
000573.mp4,32,0.65478515625,7,48
000574.mp4,43,0.74951171875,4,37
000575.mp4,42,0.3115234375,7,38
000576.mp4,35,0.587890625,5,45
000577.mp4,44,0.7197265625,3,36
000578.mp4,36,0.8173828125,7,44
000579.mp4,32,0.372802734375,6,48
000580.mp4,43,0.8037109375,9,37
000581.mp4,49,0.64208984375,4,31
000582.mp4,37,0.51708984375,7,43
000583.mp4,44,0.8984375,3,36
000584.mp4,47,0.6962890625,3,33
000585.mp4,33,0.420654296875,1,47
000586.mp4,38,0.93994140625,2,42
000587.mp4,39,0.54638671875,2,41
000588.mp4,41,0.434814453125,7,39
000589.mp4,45,0.7900390625,1,35
000590.mp4,45,0.46435546875,7,35
000591.mp4,36,0.720703125,5,44
000592.mp4,43,0.4365234375,1,37
000593.mp4,35,0.48291015625,1,45
000594.mp4,45,0.70068359375,0,35
000595.mp4,46,0.73828125,7,34
000596.mp4,33,0.673828125,2,47
000597.mp4,34,0.5263671875,7,46
000598.mp4,32,0.42724609375,1,48
000599.mp4,38,0.61962890625,9,42
000600.mp4,46,0.81396484375,8,34
000601.mp4,35,0.415283203125,9,45
000602.mp4,42,0.83935546875,3,38
000603.mp4,39,0.71923828125,3,41
000604.mp4,34,0.55419921875,7,46
000605.mp4,43,0.61376953125,4,37
000606.mp4,33,0.1099853515625,12,47
000607.mp4,38,0.82373046875,3,42
000608.mp4,36,0.489013671875,0,44
000609.mp4,31,1.06640625,1,49
000610.mp4,45,0.3154296875,7,35
000611.mp4,48,0.73486328125,7,32
000612.mp4,49,0.556640625,4,31
000613.mp4,41,0.66357421875,3,39
000614.mp4,32,0.84716796875,6,48
000615.mp4,41,0.6953125,8,39
000616.mp4,35,0.294189453125,1,45
000617.mp4,37,0.765625,7,43
000618.mp4,32,0.85009765625,6,48
000619.mp4,33,0.88818359375,3,47
000620.mp4,49,0.794921875,4,31
000621.mp4,31,0.74609375,3,49
000622.mp4,46,0.55517578125,3,34
000623.mp4,35,0.6865234375,4,45
000624.mp4,34,0.681640625,6,46
000625.mp4,38,0.70263671875,3,42
000626.mp4,44,0.673828125,3,36
000627.mp4,37,0.78515625,6,43
000628.mp4,33,0.7958984375,3,47
000629.mp4,47,0.212158203125,9,33
000630.mp4,34,0.7177734375,1,46
000631.mp4,32,0.67333984375,4,48
000632.mp4,38,0.398681640625,8,42
000633.mp4,45,0.8447265625,11,35
000634.mp4,31,0.63037109375,3,49
000635.mp4,41,0.80078125,4,39
000636.mp4,43,0.61669921875,4,37
000637.mp4,33,0.340087890625,1,47
000638.mp4,36,0.88232421875,3,44
000639.mp4,32,0.95458984375,11,48
000640.mp4,42,0.67578125,4,38
000641.mp4,47,0.54931640625,1,33
000642.mp4,38,0.8759765625,4,42
000643.mp4,41,0.59912109375,2,39
000644.mp4,38,0.71240234375,4,42
000645.mp4,37,0.521484375,2,43
000646.mp4,37,0.66748046875,2,43
000647.mp4,32,0.45458984375,1,48
000648.mp4,40,0.30712890625,1,40
000649.mp4,43,0.5849609375,1,37
000650.mp4,38,1.21875,2,42
000651.mp4,48,0.662109375,2,32
000652.mp4,35,0.431884765625,1,45
000653.mp4,46,0.8232421875,4,34
000654.mp4,40,0.6240234375,3,40
000655.mp4,47,0.9736328125,6,33
000656.mp4,38,0.79443359375,1,42
000657.mp4,44,0.583984375,3,36
000658.mp4,39,0.64501953125,1,41
000659.mp4,31,0.411865234375,9,49
000660.mp4,47,0.68701171875,5,33
000661.mp4,39,0.416015625,6,41
000662.mp4,36,0.69287109375,3,44
000663.mp4,32,1.0546875,3,48
000664.mp4,41,0.3330078125,11,39
000665.mp4,46,0.2139892578125,12,34
000666.mp4,45,0.39013671875,5,35
000667.mp4,38,0.27294921875,7,42
000668.mp4,45,0.481201171875,8,35
000669.mp4,33,0.400634765625,6,47
000670.mp4,44,0.42529296875,6,36
000671.mp4,45,0.787109375,4,35
000672.mp4,47,0.4375,4,33
000673.mp4,44,0.7626953125,3,36
000674.mp4,49,0.6533203125,4,31
000675.mp4,36,0.7685546875,3,44
000676.mp4,38,0.80322265625,4,42
000677.mp4,38,0.68017578125,2,42
000678.mp4,48,0.58544921875,8,32
000679.mp4,43,1.04296875,4,37
000680.mp4,41,0.66796875,1,39
000681.mp4,35,0.7294921875,4,45
000682.mp4,31,0.517578125,5,49
000683.mp4,37,0.30712890625,5,43
000684.mp4,31,0.2939453125,7,49
000685.mp4,45,0.306884765625,7,35
000686.mp4,43,0.74560546875,3,37
000687.mp4,33,0.383544921875,1,47
000688.mp4,38,0.4169921875,5,42
000689.mp4,41,0.417724609375,1,39
000690.mp4,33,0.61328125,2,47
000691.mp4,38,0.7080078125,6,42
000692.mp4,32,0.736328125,6,48
000693.mp4,42,0.732421875,3,38
000694.mp4,46,0.658203125,6,34
000695.mp4,39,0.85986328125,8,41
000696.mp4,46,0.363037109375,1,34
000697.mp4,36,0.68359375,5,44
000698.mp4,43,0.49365234375,0,37
000699.mp4,34,0.81591796875,7,46
000700.mp4,46,0.6044921875,6,34
000701.mp4,30,0.61767578125,2,50
000702.mp4,42,0.378662109375,5,38
000703.mp4,32,0.7607421875,4,48
000704.mp4,40,0.80517578125,1,40
000705.mp4,38,0.638671875,4,42
000706.mp4,41,0.6484375,4,39
000707.mp4,38,0.352294921875,4,42
